2024-07-30 21:58, failed, 0.004084
2024-07-31 04:59, failed, 0.088832
2024-07-31 05:19, failed, 0.044325
2024-07-31 12:07, failed, 0.060771
2024-08-01 00:19, failed, 0.082539
2024-08-01 03:19, failed, 0.055077
2024-08-01 03:36, failed, 0.021346
2024-08-01 03:45, failed, 0.083449
2024-08-01 12:06, failed, 0.031725
2024-08-02 00:17, failed, 0.018966
2024-08-02 12:06, failed, 0.056661
2024-08-03 00:16, failed, 0.080613
2024-08-03 12:05, failed, 0.006518
2024-08-04 00:19, failed, 0.028376
2024-08-04 12:05, failed, 0.016084
2024-08-05 00:18, failed, 0.016139
2024-08-05 12:06, failed, 0.064739
2024-08-06 00:17, failed, 0.017089
2024-08-06 12:07, failed, 0.020392
2024-08-07 00:17, failed, 0.090441
2024-08-07 12:07, failed, 0.076124
2024-08-08 00:17, failed, 0.042572
2024-08-08 12:06, failed, 0.066592
2024-08-09 00:17, failed, 0.010977
2024-08-09 12:06, failed, 0.073225
2024-08-10 00:17, failed, 0.018156
2024-08-10 12:06, failed, 0.072902
2024-08-11 00:19, failed, 0.012057
2024-08-11 12:06, failed, 0.012036
2024-08-12 00:18, failed, 0.019859
2024-08-12 12:08, failed, 0.028542
2024-08-13 00:18, failed, 0.040770
2024-08-13 12:07, failed, 0.014225
2024-08-14 00:17, failed, 0.091175
2024-08-14 12:07, failed, 0.072478
2024-08-15 00:17, failed, 0.018285
2024-08-15 12:07, failed, 0.020277
2024-08-16 00:17, failed, 0.067245
2024-08-16 12:06, failed, 0.012098
2024-08-17 00:16, failed, 0.020330
2024-08-17 12:05, failed, 0.072844
2024-08-18 00:18, failed, 0.029946
2024-08-18 12:07, failed, 0.075185
2024-08-19 00:17, failed, 0.024357
2024-08-19 12:06, failed, 0.024255
2024-08-20 00:17, failed, 0.026552
2024-08-20 12:07, failed, 0.045015
2024-08-21 00:17, failed, 0.032553
2024-08-21 12:07, failed, 0.077270
