2024-07-30 21:58, success, 0.100380
2024-07-31 04:59, success, 0.329204
2024-07-31 05:19, success, 0.341833
2024-07-31 12:06, success, 0.173164
2024-08-01 00:19, success, 0.300984
2024-08-01 03:19, success, 0.314843
2024-08-01 03:36, success, 0.250919
2024-08-01 03:45, success, 0.349759
2024-08-01 12:06, success, 0.239868
2024-08-02 00:16, success, 0.282073
2024-08-02 12:06, success, 0.337429
2024-08-03 00:16, success, 0.245572
2024-08-03 12:05, success, 0.144276
2024-08-04 00:18, success, 0.169970
2024-08-04 12:05, success, 0.244079
2024-08-05 00:17, success, 0.164407
2024-08-05 12:06, success, 0.250601
2024-08-06 00:16, success, 0.305577
2024-08-06 12:06, success, 0.292644
2024-08-07 00:17, success, 0.338974
2024-08-07 12:07, success, 0.324723
2024-08-08 00:16, success, 0.334783
2024-08-08 12:06, success, 0.282478
2024-08-09 00:17, success, 0.276584
2024-08-09 12:06, success, 0.321678
2024-08-10 00:16, success, 0.326243
2024-08-10 12:05, success, 0.330658
2024-08-11 00:19, success, 0.247687
2024-08-11 12:06, success, 0.250552
2024-08-12 00:17, success, 0.280946
2024-08-12 12:08, success, 0.222560
2024-08-13 00:17, success, 0.265559
2024-08-13 12:07, success, 0.312344
2024-08-14 00:17, success, 0.275017
2024-08-14 12:06, success, 0.288331
2024-08-15 00:16, success, 0.269954
2024-08-15 12:07, success, 0.232352
2024-08-16 00:17, success, 0.341993
2024-08-16 12:06, success, 0.345731
2024-08-17 00:16, success, 0.219826
2024-08-17 12:05, success, 0.268269
2024-08-18 00:18, success, 0.270587
2024-08-18 12:07, success, 0.315972
2024-08-19 00:17, success, 0.306264
2024-08-19 12:06, success, 0.191772
2024-08-20 00:17, success, 0.158088
2024-08-20 12:07, success, 0.221728
2024-08-21 00:17, success, 0.269518
2024-08-21 12:06, success, 0.299268
2024-08-22 00:17, success, 0.151681
2024-08-22 12:06, success, 0.300549
2024-08-23 00:17, success, 0.352168
2024-08-23 12:06, success, 0.328862
2024-08-24 00:16, success, 0.170299
2024-08-24 12:06, success, 0.258597
2024-08-25 00:20, success, 0.265715
2024-08-25 12:06, success, 0.208846
2024-08-26 00:17, success, 0.210364
2024-08-26 12:06, success, 0.168640
2024-08-27 00:17, success, 0.323820
2024-08-27 12:06, success, 0.224912
2024-08-28 00:17, success, 0.311605
2024-08-28 12:07, success, 0.324486
2024-08-29 00:17, success, 0.281403
2024-08-29 12:06, success, 0.280242
2024-08-30 00:17, success, 0.327283
2024-08-30 12:06, success, 0.238662
2024-08-31 00:17, success, 0.251080
2024-08-31 12:05, success, 0.339978
2024-09-01 00:21, success, 0.163300
